accession,accession_name,row,column,year,BBI_UTBM,BBI_TY,BBI_SFY,num_peds,num_no_fruit,num_berries,num_aborted_flower,num_aborted_berries,total_berry_weight,upright_length,secondary_growth,dry_wt_leaves,berry_length,berry_width,berry_weight,num_seeds,calyx_diam,calyx_lobe_form,calyx_lobe_size,berry_skin,rebud,chimera_LvW,chimera_eccentricity,chimera_solidity,chimera_tortuosity,chimera_umccLogX,chimera_umccLogY,ULvW,UMFM,TY,SFY,MFM,PFR,Tacy,Brix,TA,PAC
R4C1,CNJ04_21_1,4,1,2011,0.006761602294846835,0.03103337954569688,0.215235792019347,4.2,0.7,1.2,0.9,1.4,3.878,3.68,1,0.05269,22.791,19.631,3.179,27.6,3.352,0.3,0.3,1.6,0.6,1.48207027334197,0.738062969132149,0.990455297694646,110,492.827645378121,460.249727891804,1.160969894554531,3.231666666666667,241.7,201,2.95,14.350000000000001,22,8.370000000000001,2.42,1.12
R4C1,CNJ04_21_1,4,1,2012,NA,NA,NA,2.7,0.3,1.5,0.7,0.2,3.9308,3.42,2.425,0.0892,20.61,17.53,2.6797,15.1428571428571,2.81,0.5,1.6,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1756988020536223,2.6205333333333334,227.15,129.8,2.6,40.85,34.5,9.8,2.8099999999999996,1.195
R4C1,CNJ04_21_1,4,1,2014,NA,NA,NA,4,0.666666666666667,1.88888888888889,0.111111111111111,1.33333333333333,4.8026,4.28,NA,NA,21.46,18.72,3.1304,28.1,3.34,1.2,1.8,1.2,0.4,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.1463675213675215,2.5425529411764693,274.65,170.35,2.7,37,24,7.45,2.4349999999999996,1.1
R4C10,CNJ04_21_10,4,10,2011,0.09187307974659474,0.19768607790204393,0.3854166666666667,4.625,1.375,1.875,1,0.375,5.75222222222222,3.17777777777778,2.03333333333333,0.0677777777777778,25.6477777777778,19.1077777777778,3.43444444444444,21.6666666666667,3.12555555555556,1.22222222222222,2,1.77777777777778,0.888888888888889,1.52376951893481,0.754528544185566,0.989284900068394,86.4096655293983,466.488052516843,440.148459655565,1.3422690004070472,3.0678518518518505,388.2,352.45,3.1,9.2,20,8.03,2.385,1.315
R4C10,CNJ04_21_10,4,10,2012,NA,NA,NA,4.5,0.9,2.3,0.7,0.6,6.9161,3.62,1.4,0.073,22.85,17.63,3.1608,23.5,3.25,1,1.6,2.3,0.8,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325,1.2960862166761205,3.007,260.05,156.35,3.3,39.3,33,8.899999999999999,2.775,1.205
R4C10,CNJ04_21_10,4,10,2014,NA,NA,NA,4.66666666666667,0.222222222222222,2.55555555555556,0.555555555555556,1.33333333333333,6.5894,3.54,NA,NA,23.16,18.59,3.0611,24.2,3.3,0.9,1,1.1,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2458310919849382,2.5784608695652134,390.15,366.95,2.75,5.85,23,7.15,2.4299999999999997,1.2
R4C11,CNJ04_21_11,4,11,2011,0.028324451344886942,0.22519483540770044,0.3714683368128045,4.9,0.8,2.5,0.7,0.9,5.789,3.71,1.6,0.0982,22.874,18.494,2.726,23,2.879,0.7,0.9,1.6,0.9,1.59887353367515,0.780271995012422,0.990467804915397,93,494.213939739241,455.397697627884,1.23683356764356,2.3156,526.6500000000001,492.70000000000005,2.5,7,16.5,7.029999999999999,2.54,1.21
R4C11,CNJ04_21_11,4,11,2012,NA,NA,NA,4.1,0.4,2.7,0.4,0.6,6.1265,2.91,3.13333333333333,0.0831,23.46,17.79,2.7527,20.9,2.98,1.6,1.2,2.4,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.318718381112985,2.269074074074074,333.05,225.8,2.6,29.6,27.5,8.649999999999999,2.77,1.225
R4C11,CNJ04_21_11,4,11,2014,NA,NA,NA,4.875,0.375,2.25,1,1.25,5.0153,3.3,NA,NA,19.97,16.47,2.2144,19,3.01,1.6,0.7,1.4,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2125075895567698,2.229022222222222,337,317.8,2.05,5.45,28,7.699999999999999,2.415,1.13
R4C12,CNJ04_21_12,4,12,2011,0.10379469676235246,0.44676090714939487,0.49755832881172,4,0.375,2.625,0.25,0.75,6.856,2.28,2.4,0.08,25.233,18.202,2.944,25.4,2.834,1.2,1,2.1,0.7,1.49474016985014,0.743251066346965,0.989569005043558,97.6144982940974,474.805818683563,449.159373002845,1.386276233380947,2.611809523809524,355.65,345,2.6,3.9,22,7.17,2.465,1.5699999999999998
R4C12,CNJ04_21_12,4,12,2012,NA,NA,NA,3,0.7,2,0.3,0,5.5666,3.26,1.63333333333333,0.103,25.75,17.76,3.0554,18.8,2.5875,1.5,1.125,2,0.3,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.4498873873873872,2.7833,136,115.75,2.55,14.3,34,8.1,2.775,1.615
R4C12,CNJ04_21_12,4,12,2014,NA,NA,NA,3.6,0.4,2.1,0.5,0.6,4.7587,2.2,NA,NA,22,16.79,2.4732,25.8,2.99,1.2,1.1,1.8,0.2,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766,1.3103037522334724,2.266047619047619,368.95,346.8,2.3,7.1,32,6.95,2.565,1.03
R4C13,CNJ04_21_13,4,13,2011,0.013094857872884039,0.16255500733431122,0.3108880308880308,4.8,0.7,2.1,1.8,0.2,5.562,2.98,0.7,0.065,21.802,18.481,2.909,21.8,2.876,1.4,1.6,1.5,0.9,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805,1.179698068286348,2.6485714285714286,435.9,424.4,2.45,2.65,17,8.45,2.4,1.245
R4C13,CNJ04_21_13,4,13,2012,NA,NA,NA,2.66666666666667,0.222222222222222,2.11111111111111,0.333333333333333,0,5.7096,3.5707,1.85,0.0811,21.37,18.74,2.87988888888889,21.6666666666667,2.85,0.666666666666667,1.2,2.3,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1403415154749201,2.7045473684210544,314,223.10000000000002,2.45,26.85,33,8.6,2.54,1.3450000000000002
R4C13,CNJ04_21_13,4,13,2014,NA,NA,NA,4.7,0.8,2.5,0.6,0.8,4.6305,2.72,NA,NA,18.95,16.3,2.1289,19.1,2.76,0.7,1.3,1.3,0.5,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.1625766871165644,1.8521999999999998,307.8,297,2.05,3.35,31,8.25,2.4,1.5
R4C14,CNJ04_21_14,4,14,2011,0.12823386569533946,0.392630610565051,0.5721939281698525,4.2,0.7,2.2,0.7,0.6,5.436,4.18,1.6,0.0722,23.646,18.148,2.807,25,3.058,0.7,1.3,1.4,1,1.47432587878444,0.734807143940049,0.989043292357028,104.409665529398,466.488052516843,444.307342738925,1.3029534934979061,2.4709090909090907,719.05,594.25,2.7,17.25,16,7.279999999999999,2.415,1.835
R4C14,CNJ04_21_14,4,14,2012,NA,NA,NA,4,1.375,1.375,0.875,0.375,4.2003,4.47,2.46666666666667,0.0886,24.42,17.74,3.1456,18.7,2.83,1.2,1.5,2,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.3765501691093576,3.054763636363637,313.6,161.7,2.9000000000000004,NA,30,8.8,2.6799999999999997,1.77
R4C14,CNJ04_21_14,4,14,2014,NA,NA,NA,4.33333333333333,0.111111111111111,2.55555555555556,0.111111111111111,1.55555555555556,5.1576,2.93,NA,NA,21.83,15.92,2.4044,21.4,2.91,1.3,1.5,1.7,0,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.3712311557788943,2.018191304347823,354.5,332.2,2.1500000000000004,6.949999999999999,32.5,8.25,2.3099999999999996,1.4449999999999998
R4C15,CNJ04_21_15,4,15,2011,0.1745310910854088,0.10927988121752036,0.1467414393746282,4.2,0.6,1.5,1.9,0.2,3.49,2.39,1.9,0.0609,21.272,16.735,2.347,19,2.818,0.9,1.1,1.6,1,1.40903424376239,0.704498013473049,0.989344637946838,91.7048327646991,456.090844808444,443.614195558365,1.271108455333134,2.3266666666666667,373.55,337.4,2.25,9.1,26.5,8.379999999999999,2.425,1.77
R4C15,CNJ04_21_15,4,15,2012,NA,NA,NA,3.6,0.2,2.3,0.8,0.3,4.9658,3.09,3.94,0.0905,21.98,17.34,2.4954,17.5,2.85,1.1,1.2,2.5,0.3,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2675893886966552,2.1590434782608696,299.95000000000005,251.05,2.75,16.05,32.5,8.600000000000001,2.82,1.34
R4C15,CNJ04_21_15,4,15,2014,NA,NA,NA,5.88888888888889,0.333333333333333,2.88888888888889,1.11111111111111,1.55555555555556,5.996,3.5,0.8,NA,20.31,17.41,2.49,26.1,2.83,1.4,1.3,1.1,0.4,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.1665709362435381,2.0755384615384607,464.9,439.85,2,5.35,39,8.05,2.5,1.35
R4C16,CNJ04_21_16,4,16,2011,0.03736851281455226,0.19122165325530366,0.11214230471771079,5.4,0.9,2.1,1.3,1.1,4.141,2.97,NA,0.0571,22.041,17.006,2.502,18.6,2.878,1.2,1.6,1.8,0.8,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.296071974597201,1.9719047619047618,276.4,229.6,2.1,20.4,17.5,9.33,2.285,1.875
R4C16,CNJ04_21_16,4,16,2012,NA,NA,NA,3.5,0.3,1.8,0.8,0.6,4.4625,3.9,2.46,0.0937,23.78,17.65,2.8789,17.9,2.96,1.4,1.3,1.6,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.3473087818696885,2.479166666666667,407.1,287.6,2.75,26.1,19.5,8.649999999999999,2.605,1.5699999999999998
R4C16,CNJ04_21_16,4,16,2014,NA,NA,NA,5,0.1,2.5,1.2,1.2,4.706,3.2,1.8,NA,19.98,16.12,2.156,18.9,2.76,1.8,1.1,1.2,0.3,1.49815262191294,0.744619894480314,0.989215760993827,89.4096655293983,459.556580711244,440.148459655565,1.2394540942928038,1.8824,411.20000000000005,383.9,2.05,6.65,22.5,7.8,2.38,1.2149999999999999
R4C17,CNJ04_21_17,4,17,2011,0.16728902165795367,0.060606060606060615,0.08638981509548349,4.3,0.3,2.3,1.4,0.3,4.689,4.08,4.8,0.0836,21.914,16.831,2.398,13,2.808,1.2,1.2,1.6,0.8,1.53380930569427,0.758243446306591,0.990360435875943,89.1144982940974,477.578407405802,448.466225822285,1.3020022577386965,2.0386956521739132,213.5,179.2,1.9,18.45,14.5,9.15,2.525,1.7349999999999999
R4C17,CNJ04_21_17,4,17,2012,NA,NA,NA,3.3,0.1,2,0.9,0.3,3.345,2.55,1.76666666666667,0.0686,19.32,15.69,1.9187,11.7,2.31,1.4,1.5,1.6,0.6,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.2313575525812621,1.6725,189.1,150.7,1.95,19.85,24,9.45,2.8449999999999998,1.395
R4C17,CNJ04_21_17,4,17,2014,NA,NA,NA,4,0.4,2.4,0.6,0.6,3.828,3.1,0.55,NA,19.2,15.46,1.895,11,2.88,1.5,1,1.6,0.3,1.51526786425682,0.751310117128507,0.989630589760207,90.4096655293983,460.942875072364,437.375870933325,1.241914618369987,1.595,273.15,245.10000000000002,1.7,8.6,16,8.4,2.615,1.595
R4C18,CNJ04_21_18,4,18,2011,0.11959388323100503,0.21191400591064496,0.3771551724137931,3.3,0.1,1.5,1.4,0.3,4.223,3.48,2.4,0.0595,22.761,18.007,2.846,21.9,3.018,1.8,1.8,1.8,0.9,1.40908698560512,0.704524772988865,0.989343824001222,90.7048327646991,456.783991989004,444.307342738925,1.2640084411617702,2.8153333333333332,522.85,447.3,2.5,14.35,17,8.02,2.4000000000000004,1.64
R4C18,CNJ04_21_18,4,18,2012,NA,NA,NA,2.7,0.2,1.8,0.2,0.5,5.3703,3.73,3.95,0.0958,22.91,18.15,3.0459,22.7,2.84,1.6,1.9,1.5,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2622589531680442,2.9835000000000003,340,202.3,2.55,36.55,24.5,8.8,2.6950000000000003,1.67
R4C18,CNJ04_21_18,4,18,2014,NA,NA,NA,4.7,0.1,2.6,0.1,1.9,5.2207,3.94444444444444,NA,NA,19.05,16.2,2.1915,19.2,3.23,1.2,1.6,1.5,0.1,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.175925925925926,2.0079615384615384,629.8,589.4,2.2,6.1,23,8.9,2.685,1.385
R4C19,CNJ04_21_19,4,19,2011,0.19965932595206226,0.02735732705460251,0.054521671918663375,4.3,0.6,2,1.4,0.3,5.423,2.89,1.675,0.0701,23.483,18.067,2.826,25.1,2.579,1.8,1.5,1.4,1,1.52824421552716,0.756195564269505,0.988999734476349,87.6144982940974,471.340082780763,442.921048377805,1.2997730669175847,2.7115,458.15,443.4,2.45,2.75,16.5,8.68,2.63,1.28
R4C19,CNJ04_21_19,4,19,2012,NA,NA,NA,3.8,0.9,1.4,1.3,0.2,3.6179,3.8,2.075,0.0984,21.72,17.37,2.5406,19.4,2.86,1.9,0.7,1.4,0.8,1.41492584075289,0.707462561993523,0.989597570235383,97.5,440.841606836125,435.989576572206,1.250431778929188,2.584214285714286,433.75,397.55,2.5,7.800000000000001,22,8.25,2.6799999999999997,1.3250000000000002
R4C19,CNJ04_21_19,4,19,2014,NA,NA,NA,4.5,0.1,2,0.7,1.7,4.2258,2.55,0.5,NA,20.13,17.01,2.3493,23.5,2.81,1.4,1.6,1.6,0.2,1.49815262191294,0.744619894480314,0.989215760993827,89.4096655293983,459.556580711244,440.148459655565,1.1834215167548499,2.1129,379.6,346.1,1.9,8.45,30.5,7.55,2.49,1.2
R4C2,CNJ04_21_2,4,2,2011,0.2004135062088206,0.35633257707193383,0.47219209914794724,3.9,0.2,2.1,0.9,0.7,4.819,4.24444444444444,3.525,0.1085,20.349,18.636,2.501,20.8,3.324,0.7,0.3,2,0.8,1.13185289313357,NA,0.990344827586207,124.909665529398,428.364957586046,453.318256086204,1.0919188667095945,2.294761904761905,508.15,475.15,2.05,7.65,13.5,8.27,2.395,1.2999999999999998
R4C2,CNJ04_21_2,4,2,2012,NA,NA,NA,3.6,1,1.8,0.8,0,3.2099,4.58,3.675,0.3408,19.77,17,2.2145,14.4444444444444,2.9,1.11111111111111,1,2.1,0.5,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.1629411764705881,1.7832777777777777,241.14999999999998,170.35,2.05,25.25,21.5,9.35,2.675,1.605
R4C2,CNJ04_21_2,4,2,2014,NA,NA,NA,4.66666666666667,0.444444444444444,2.33333333333333,0.444444444444444,1.44444444444444,4.3583,3.36,NA,NA,18.41,16.53,1.9996,15.3,3.28,1.2,1.1,1.8,0.2,1.43326967678901,0.716384790558589,0.990094124791255,98.5,443.614195558365,434.603282211086,1.1137326073805203,1.8678428571428598,379.85,196.5,2,NA,21.5,7.7,2.2750000000000004,1.255
R4C20,CNJ04_21_20,4,20,2011,0.209008561218281,0.43667640998610385,0.5422204626435156,4.7,0.1,2,NA,0.2,4.615,4.27,1.425,0.0722,19.919,17.456,2.528,20.1,3.078,1.8,1.3,1.8,0.8,1.34819864862832,0.670698090730659,0.98921564878198,104.614498294097,451.931961725084,446.386784280605,1.1410976168652613,2.3075,749.55,681.7,2.25,8.95,16.5,7.83,2.51,1.305
R4C20,CNJ04_21_20,4,20,2012,NA,NA,NA,5.6,1.1,3.2,0.7,0.6,7.0539,4.47,2.8625,0.1276,20.55,17.67,2.7337,16.2,3.39,1.9,1.5,1.7,0.1,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.162988115449915,2.2043437499999996,293.9,202.35000000000002,2.5,29.549999999999997,32,9.35,2.41,1.585
R4C20,CNJ04_21_20,4,20,2014,NA,NA,NA,5.3,0.7,2.5,1.5,0.6,4.534,3.62,1.8,NA,17.51,16.56,2.102,17.9,3.07,1.9,1.8,1.4,0.2,1.19943828964875,0.552182009005905,0.991648469524576,108.909665529398,429.751251947166,448.466225822285,1.0573671497584543,1.8135999999999999,129.55,117.2,1.7999999999999998,9.1,34.5,8.25,2.54,1.9449999999999998
R4C21,CNJ04_21_21,4,21,2011,0.331619034309273,0.21841746936305406,0.26736865563541146,4.8,1.4,1.4,1.9,0.1,2.657,2.81,1.7,0.0464,19.049,16.139,1.997,16.4,2.878,1.4,1.2,2.5,0.9,1.42985726738236,0.714759327271279,0.990258495052543,105.204832764699,472.726377141883,451.931961725084,1.18030856930417,1.897857142857143,604,568.7,2.4,5.95,17.5,7.8100000000000005,2.4,1.3050000000000002
R4C21,CNJ04_21_21,4,21,2012,NA,NA,NA,4.66666666666667,0.777777777777778,2.55555555555556,0.888888888888889,0.444444444444444,5.29355555555556,2.81111111111111,1.52,0.0862222222222222,20.9666666666667,16.7666666666667,2.50433333333333,21.6666666666667,2.95555555555556,1.22222222222222,1.11111111111111,2.22222222222222,0.666666666666667,1.41972751872084,0.709842426955729,0.989610586584765,99.5,440.841606836125,435.989576572206,1.2504970178926436,2.0713913043478245,387.45000000000005,328.75,2.35,14.149999999999999,25.5,9.1,2.73,1.85
R4C21,CNJ04_21_21,4,21,2014,NA,NA,NA,4.5,0.1,3.5,0.6,0.3,5.5053,3.25,1.3,NA,18.27,15.64,1.9194,18.5,3.07,1.55555555555556,1.25,1.7,0.3,1.40530772782255,0.702597064575,0.989661223866931,99,440.841606836125,434.603282211086,1.168158567774936,1.5729428571428572,368.85,341.1,1.8,8.15,28.5,8.15,2.565,1.355
R4C22,CNJ04_21_22,4,22,2011,0.05305132474152634,0.5742386175623506,0.7018511522478278,2.9,0.1,1.7,0.9,0.2,4.607,3.25,1.5,0.0553,24.76,18.273,2.937,21.2,2.944,1.2,1.3,2,1,1.52425188681813,0.754709131280887,0.98936170212766,86.4096655293983,466.488052516843,440.148459655565,1.3550046516718657,2.7100000000000004,642.25,563.1,2.7,12.7,27,7.7,2.51,1.33
R4C22,CNJ04_21_22,4,22,2012,NA,NA,NA,3.4,1.1,1.9,0.2,0.2,5.1232,3.91,1.725,0.1039,22.28,17.31,2.9307,12.1,3.06,1.7,1.2,2.4,0.7,1.44876543749112,0.723577772811705,0.989069379080006,98.5,449.159373002845,437.375870933325,1.2871172732524554,2.696421052631579,173.7,98.65,2.8,38.3,31,8.05,3.105,1.495
R4C22,CNJ04_21_22,4,22,2014,NA,NA,NA,4.5,0.3,2.8,0.5,0.9,5.8859,4.09,NA,NA,21.83,16.98,2.4625,18.6,2.89,1.7,1.4,1.6,0.6,1.41780579902569,0.708893820996909,0.989604279697993,103,440.841606836125,435.989576572206,1.285630153121319,2.102107142857143,366.9,334.9,2.4,8.4,33,7.85,2.58,1.5899999999999999
R4C23,CNJ04_21_23,4,23,2011,0.18454822646807198,0.07410762819351334,0.10317307073437597,4.8,0.3,3.3,1.1,0.1,8.1,3.55,1.56666666666667,0.0934,23.759,19.028,2.951,19.6,2.875,1.8,0.2,2,0.9,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004,1.2486335926003784,2.4545454545454546,444.6,428.5,2.3,3.65,29,8.58,2.2800000000000002,1.3599999999999999
R4C23,CNJ04_21_23,4,23,2012,NA,NA,NA,5.6,1.6,2.7,0.6,0.7,5.5761,3.6875,2.525,0.1242,22.28,17.16,2.5001,15.6,2.26,2,0.8,1.7,0.4,1.47298278604016,0.734235777380915,0.990329703799589,96.5,451.931961725084,435.989576572206,1.2983682983682985,2.0652222222222223,383.25,348.35,2.1,6.5,29.5,9.45,2.6950000000000003,1.555
R4C23,CNJ04_21_23,4,23,2014,NA,NA,NA,5.2,0.3,2.7,1.2,1,4.65,3.175,2.2,NA,19.96,16.33,2.0089,14.3,2.57,1.8,0.9,1.5,0.4,1.38619826168848,0.692521195247388,0.989571836346337,101,437.375870933325,436.682723752766,1.222290263319045,1.7222222222222223,382.6,374.35,1.7,1.7999999999999998,31.5,8.05,2.495,1.435
R4C24,CNJ04_21_24,4,24,2011,0.15010375835831227,0.45533214558411805,0.5089514066496164,4.2,0.6,1.6,1.7,0.3,3.686,2.7,NA,0.0457,21.988,17.193,2.503,12,2.9093,1.2,0.8,2,0.8,1.54590783614344,0.762601059779727,0.989486515313119,89.4096655293983,477.578407405802,446.386784280605,1.2788925725585993,2.30375,285.9,265.5,2.45,6.95,20.5,8.24,2.545,1.3199999999999998
R4C24,CNJ04_21_24,4,24,2012,NA,NA,NA,2.9,0.4,2,0.3,0.2,4.988,3.41,1.7,0.089,21.97,18.26,2.9509,14,2.37,1.7,1.6,1.8,0.2,1.41035404546152,0.705166431933139,0.989619771863118,95,435.296429391646,433.216987849966,1.2031763417305585,2.494,107,86.4,2.4,17.25,18,9.15,2.87,1.525
R4C24,CNJ04_21_24,4,24,2014,NA,NA,NA,4.5,0.2,2.8,0.3,1.2,5.065,3.035,NA,NA,18.98,16.88,2.188,16.4,2.62,1.7,1,1.9,0.1,1.40530772782255,0.702597064575,0.989661223866931,99,440.841606836125,434.603282211086,1.1244075829383888,1.8089285714285717,182.3,178.39999999999998,2.1,2.5,20,7.25,2.65,1.415
R4C25,CNJ04_21_25,4,25,2011,0.1169081952850514,0.1338783852835973,0.15619896065330371,3.2,0.2,1.8,1,0.2,4.939,3.2,NA,0.0599,22.755,19.016,2.937,23,3.229,0.8,1.2,2,1,1.62156179513594,0.787206555799451,0.989410734011351,102,499.759117183721,456.783991989004,1.196623895666807,2.743888888888889,443.79999999999995,389.35,2.75,11.95,9.5,7.2700000000000005,2.5,1.365
R4C25,CNJ04_21_25,4,25,2012,NA,NA,NA,4.2,0.7,2.2,0.9,0.4,6.2467,4.51,2.35,0.1016,23.2,19.12,3.3746,24.1,2.91,1,1,2.4,0.8,1.48134361297093,0.737760249743566,0.990350877192982,93.2048327646991,454.011403266764,436.682723752766,1.213389121338912,2.8394090909090903,339,284.15,2.7,15.350000000000001,17.5,8.7,2.87,1.545
R4C25,CNJ04_21_25,4,25,2014,NA,NA,NA,4.1,0.5,2.6,0.2,0.8,5.677,3.66,0.5,NA,19.27,18.26,2.577,21.2,2.84,0.9,1.5,1.8,0.3,1.24536106273405,0.596006001083231,0.990962009803922,115.5,435.296429391646,445.000489919485,1.055312157721796,2.1834615384615383,435.3,415.6,2.2,4.45,18,7.35,2.45,0.9850000000000001
R4C26,CNJ04_21_26,4,26,2011,0.11372711519626309,0.2323047726154495,0.25400801603206413,4.7,0.3,2.3,1.9,0.2,5.913,4.56,1.65,0.0839,22.668,18.643,2.949,21.2,3.308,0.3,1.4,2,0.8,1.54926909500924,0.763789290882834,0.988528163358954,117.5,494.907086919801,458.863433530684,1.2158987287453735,2.5708695652173916,438.3,375.45,2.75,14.5,9,8.36,2.565,1.145
R4C26,CNJ04_21_26,4,26,2012,NA,NA,NA,3.7,0.5,2,0.7,0.5,4.7054,3.9,NA,0.087,20.95,17.75,2.7583,21.4,2.85,1.6,1.5,2.4,0.8,1.46725581051598,0.731776750929143,0.990860071130827,84.2951672353009,450.545667363964,435.989576572206,1.180281690140845,2.3527,273.05,223.35,2.5,15.1,10.5,9.55,2.5700000000000003,1.1800000000000002
