row,column,accession_name,year,month,TY,SFY,MFM,PFR,Tacy,Brix,TA,PAC
4,34,CNJ04_21_34,2012,September,332.7,292.2,2.4,9.9,13,7.7,2.29,1.63
4,35,CNJ04_21_35,2012,September,402.9,332.9,2.4,15.5,19,7.5,2.36,1.42
4,36,CNJ04_21_36,2012,September,281.3,234.6,2.4,14.2,16,6.8,2.56,1.7
3,1,CNJ04_2_1,2012,October,318.3,274,2.7,13.3,35,8.6,2.5,1.12
3,2,CNJ04_2_2,2012,October,309.7,257.2,2.9,11.8,30,9.2,2.87,1.9
3,3,CNJ04_2_3,2012,October,344.5,283.2,2.5,14.5,37,8.8,2.67,1.5
3,4,CNJ04_2_4,2012,October,274.3,238,2.7,13.1,36,8.1,2.25,1.28
3,5,CNJ04_2_5,2012,October,229.4,199.7,2.9,12.4,26,10.3,3.51,1.85
3,6,CNJ04_2_6,2012,October,424.1,347.5,2.4,17.1,28,9.2,2.82,1.22
3,7,CNJ04_2_7,2012,October,172.6,121.5,2.6,28.9,26,9.2,3.02,1.6
3,8,CNJ04_2_8,2012,October,207.7,180,2.3,12.3,28,9,2.7,1.58
3,9,CNJ04_2_9,2012,October,320.9,226.7,2.9,28.9,32,10.1,3.01,1.64
3,10,CNJ04_2_10,2012,October,310.8,261.7,2.5,15.7,37,10.3,2.29,1.43
3,11,CNJ04_2_11,2012,October,276.6,204.8,3.1,25.4,44,9,2.48,1.4
3,12,CNJ04_2_12,2012,October,344.9,286.3,2.7,14.7,30,9.5,2.24,1.35
3,13,CNJ04_2_13,2012,October,453.9,358,2.5,20.6,32,8.4,2.8,1.43
3,14,CNJ04_2_14,2012,October,298.6,245.4,2.4,17.3,31,7.7,2.35,1.3
3,15,CNJ04_2_15,2012,October,363.9,312.2,2.9,13.1,23,9.9,3.11,1.12
3,16,CNJ04_2_16,2012,October,397.3,338.9,2.6,11.6,36,8.8,2.25,1.27
3,17,CNJ04_2_17,2012,October,663.5,549.5,2.5,15.1,41,10.1,2.89,1.24
3,18,CNJ04_2_18,2012,October,123.6,119.5,2.1,3.3,30,7.5,2.29,1.18
3,19,CNJ04_2_19,2012,October,234.4,217.1,2.6,5.1,43,10.1,2.79,1.7
3,20,CNJ04_2_20,2012,October,327.5,268.3,2.4,16.9,21,10.3,3.07,1.19
3,21,CNJ04_2_21,2012,October,343.2,321.6,2.7,6.1,15,9.7,2.99,0.94
3,22,CNJ04_2_22,2012,October,39.4,32.2,2.7,18.3,29,8.4,2.82,1.63
3,23,CNJ04_2_23,2012,October,397.1,352.4,2.8,8.8,26,7.3,2.81,1.26
3,24,CNJ04_2_24,2012,October,325.6,297.3,2.9,8.5,45,8.8,2.48,1.19
3,25,CNJ04_2_25,2012,October,292.5,234.5,3.1,18.3,31,8.1,2.66,1.57
3,26,CNJ04_2_26,2012,October,340.2,262.9,2.9,22.3,29,9.2,2.39,0.98
3,27,CNJ04_2_27,2012,October,328.1,267.6,3.4,16.7,34,8.8,2.5,1.12
3,28,CNJ04_2_28,2012,October,148.5,109.7,2.2,25.5,44,7.7,2.62,1.79
3,29,CNJ04_2_29,2012,October,310.3,272.7,3,11.2,37,9.5,2.63,1.12
3,30,CNJ04_2_30,2012,October,606.3,543.6,2.9,10.3,23,7.9,2.26,1.06
3,31,CNJ04_2_31,2012,October,406.2,383,2.7,5.4,23,10.3,2.82,1.39
3,32,CNJ04_2_32,2012,October,394,378,2.6,3.9,22,9.2,2.49,1.4
3,33,CNJ04_2_33,2012,October,160.6,141.9,2.3,11.5,72,9.2,2.67,1.22
3,34,CNJ04_2_34,2012,October,447.9,393.9,2.7,10.5,44,9.9,2.88,1.42
3,35,CNJ04_2_35,2012,October,250.2,198.9,2.3,19.1,31,9.9,2.53,1.19
3,36,CNJ04_2_36,2012,October,592.6,372.1,3,36.3,34,9.2,2.55,1.16
4,1,CNJ04_21_1,2012,October,280.6,167.7,2.7,36.6,35,9.9,2.86,1.08
4,2,CNJ04_21_2,2012,October,159.1,109.3,2,29.2,30,9.7,2.38,1.72
4,3,CNJ04_21_3,2012,October,107.2,102.2,2.6,3.7,28,8.4,3.15,1.18
4,4,CNJ04_21_4,2012,October,196.6,126.2,2.9,34.2,53,10.1,2.35,1.18
4,5,CNJ04_21_5,2012,October,407.1,365.6,2.3,10.2,31,8.8,2.34,1.54
4,6,CNJ04_21_6,2012,October,381.1,313.4,2.7,17.4,28,9.7,2.84,0.95
4,7,CNJ04_21_7,2012,October,394.4,237.7,2.9,33.3,39,9,2.45,1.45
4,8,CNJ04_21_8,2012,October,480.8,294.6,3.1,38.2,29,9,2.82,1.24
4,9,CNJ04_21_9,2012,October,20.9,10.8,2.2,48.3,23,10.6,2.65,1.65
4,10,CNJ04_21_10,2012,October,246.6,154.1,3.5,37,49,9.7,2.82,1.11
4,11,CNJ04_21_11,2012,October,217.5,163.6,2.5,24.2,43,9.2,2.68,1.05
4,12,CNJ04_21_12,2012,October,122.4,104.5,2.5,14.1,55,9.2,2.71,1.28
4,13,CNJ04_21_13,2012,October,308.4,212.9,2.7,30.3,48,8.6,2.42,1.33
4,14,CNJ04_21_14,2012,October,342.6,155.8,3.1,53.9,41,9,2.86,1.77
4,15,CNJ04_21_15,2012,October,296.8,261.3,2.7,11.8,47,8.8,2.82,1.32
4,16,CNJ04_21_16,2012,October,293.8,230.4,2.7,20.6,27,9.2,2.46,1.5
4,17,CNJ04_21_17,2012,October,194.5,152.6,1.9,21.4,34,10.3,2.82,1.23
4,18,CNJ04_21_18,2012,October,297.2,200.9,2.4,31.3,36,9.2,2.66,1.4
4,19,CNJ04_21_19,2012,October,420.5,380.8,2.7,8.9,31,8.4,2.54,1.36
4,20,CNJ04_21_20,2012,October,280.1,189.3,2.6,30.7,47,10.6,1.94,1.67
4,21,CNJ04_21_21,2012,October,400.6,352,2.5,10.4,37,9.2,2.63,1.78
4,22,CNJ04_21_22,2012,October,169.3,105.9,3,30.5,46,8.4,3.41,1.47
4,23,CNJ04_21_23,2012,October,506.6,450.3,2.1,8.6,41,10.1,2.46,1.44
4,24,CNJ04_21_24,2012,October,118.4,98.9,2.4,12.2,27,9.5,2.77,1.52
4,25,CNJ04_21_25,2012,October,300.5,242.5,2.7,17.6,30,9,2.57,1.5
4,26,CNJ04_21_26,2012,October,397.7,317.2,2.6,18.5,15,10.1,2.43,1.12
4,27,CNJ04_21_27,2012,October,357.2,266.5,2.9,21.5,28,8.4,2.18,1.35
4,28,CNJ04_21_28,2012,October,245.7,228.1,2.4,5.7,31,9.2,2.56,1.19
4,29,CNJ04_21_29,2012,October,291.3,276,2.3,5.3,25,9.9,2.76,1.34
4,30,CNJ04_21_30,2012,October,607.1,547.8,3.8,8.1,34,9,2.63,1.18
4,31,CNJ04_21_31,2012,October,144.8,120.5,3,15.9,28,9.5,3.13,1.3
4,32,CNJ04_21_32,2012,October,199.5,116.2,2.7,11.9,48,9.2,2.82,2.06
4,33,CNJ04_21_33,2012,October,398.1,333.7,2.2,12.5,33,8.6,2.68,1.9
4,34,CNJ04_21_34,2012,October,663.2,566.8,2.7,11.9,43,9.7,2.18,1.55
4,35,CNJ04_21_35,2012,October,302.3,242.3,2.3,17.1,34,8.6,2.29,1.59
4,36,CNJ04_21_36,2012,October,265.9,214.2,2.6,18.5,62,9.5,2.85,2.35
3,1,CNJ04_2_1,2014,September,324.4,157.1,1.8,51.2,13,7.7,2.44,1.07
3,2,CNJ04_2_2,2014,September,273.2,100.6,2,63,8,6.4,2.52,1.33
3,3,CNJ04_2_3,2014,September,317.7,211.7,2,33.1,24,7.7,2.42,1.21
3,4,CNJ04_2_4,2014,September,387.3,373.7,2.2,3.5,22,7,2.2,1.41
3,5,CNJ04_2_5,2014,September,256.7,245.6,2,4.2,10,7.7,2.61,1.54
3,6,CNJ04_2_6,2014,September,324.2,309.7,2.2,4.4,25,8.4,2.5,1.51
3,7,CNJ04_2_7,2014,September,403.3,389.4,2.1,3.2,19,7,2.48,1.41
3,8,CNJ04_2_8,2014,September,456.2,441.3,2.1,3.1,10,7.7,2.55,1.49
3,9,CNJ04_2_9,2014,September,538.6,516.4,2.2,4,12,5.9,2.54,1.08
3,10,CNJ04_2_10,2014,September,347,324.8,2,6.1,16,7.7,2.26,1.05
3,11,CNJ04_2_11,2014,September,194.7,172.2,2.3,11.4,15,7.7,2.39,1.17
3,12,CNJ04_2_12,2014,September,518.2,505.6,2.2,2.4,9,8.1,2.39,0.96
3,13,CNJ04_2_13,2014,September,298.8,283.7,1.9,4.7,15,7,2.49,1.2
3,14,CNJ04_2_14,2014,September,410.4,387.2,1.7,4.4,12,8.1,2.34,1.51
3,15,CNJ04_2_15,2014,September,343.7,317.2,2.6,7.2,7,7.7,2.61,1.24
3,16,CNJ04_2_16,2014,September,335.2,293.7,2.1,12.2,8,7,2.49,1.07
3,17,CNJ04_2_17,2014,September,168.2,155.2,1.8,7.7,24,8.6,2.55,1.26
3,18,CNJ04_2_18,2014,September,525.7,513.3,1.7,2.2,8,9,2.82,1.56
3,19,CNJ04_2_19,2014,September,365.5,347.5,1.9,4.9,12,7,2.72,1.7
3,20,CNJ04_2_20,2014,September,317.9,314.2,1.9,1,4,7.9,2.65,1.31
3,21,CNJ04_2_21,2014,September,365.2,359.2,2,1.6,10,7,2.56,1.1
3,22,CNJ04_2_22,2014,September,91.2,88.3,2.6,3.2,17,7.5,2.71,1.5
3,23,CNJ04_2_23,2014,September,383.6,360.5,2.1,5.9,9,7.5,2.46,1.31
3,24,CNJ04_2_24,2014,September,290.7,284.5,2.4,2.1,20,7.5,2.46,1.55
3,25,CNJ04_2_25,2014,September,527.8,523.5,2.6,0.7,16,7.3,2.64,1.08
3,26,CNJ04_2_26,2014,September,344.8,335.9,2.2,2.5,9,7.7,2.26,0.83
3,27,CNJ04_2_27,2014,September,455.5,444,2.1,2.3,17,7.9,2.37,1.17
3,28,CNJ04_2_28,2014,September,449.5,434.9,2.1,3.2,15,7.5,2.5,1.53
3,29,CNJ04_2_29,2014,September,536.7,529.1,2.2,1.2,12,7.3,2.34,1.09
3,30,CNJ04_2_30,2014,September,624.2,595.5,2.3,4.5,6,7.5,2.59,1.24
3,31,CNJ04_2_31,2014,September,317.9,314.7,2,1,5,7.5,2.57,1.53
3,32,CNJ04_2_32,2014,September,374.7,368.9,2.1,1.4,14,7.5,2.4,1.07
3,33,CNJ04_2_33,2014,September,264.1,251.4,2.1,4.8,17,7.3,2.45,1.29
3,34,CNJ04_2_34,2014,September,372,349.8,2.2,5.8,15,7.5,2.56,1.24
3,35,CNJ04_2_35,2014,September,555.1,519.6,2.2,6.3,8,7.7,2.3,1.03
3,36,CNJ04_2_36,2014,September,518,430.5,2.1,16.7,8,8.4,2.64,1.19
4,1,CNJ04_21_1,2014,September,208.3,135.7,2.8,34.8,15,7,2.51,1.02
4,2,CNJ04_21_2,2014,September,316.1,162.5,1.8,48.3,16,7.7,2.08,1.19
4,3,CNJ04_21_3,2014,September,275.4,188.4,1.8,31.3,26,7.5,2.21,1.46
4,4,CNJ04_21_4,2014,September,191.1,184.6,2,3.3,22,7.5,2.14,1.27
4,5,CNJ04_21_5,2014,September,425.9,415.9,2.2,2.3,7,7.3,2.4,1.4
4,6,CNJ04_21_6,2014,September,402,378.3,2,5,8,6.8,2.81,1.19
4,7,CNJ04_21_7,2014,September,287.9,284.9,2.2,1,23,8.4,2.47,1.38
4,8,CNJ04_21_8,2014,September,465.5,441.6,2.4,4.9,6,6.8,2.84,1.43
4,9,CNJ04_21_9,2014,September,131.4,130,1.8,1,9,9.5,2.31,1.61
4,10,CNJ04_21_10,2014,September,385.6,362.5,2.7,5.8,15,6.6,2.26,1.26
4,11,CNJ04_21_11,2014,September,368.7,341.1,1.8,7.4,16,7.3,2.48,1.01
4,12,CNJ04_21_12,2014,September,500,481.2,2.5,3.5,19,6.4,2.54,0.94
4,13,CNJ04_21_13,2014,September,302.6,295.2,2.1,2.2,19,7.5,2.4,1.66
4,14,CNJ04_21_14,2014,September,269.2,242.9,2.1,9.7,17,8.1,2.36,1.38
4,15,CNJ04_21_15,2014,September,470,448.8,1.9,4.4,10,7.5,2.64,1.38
4,16,CNJ04_21_16,2014,September,438.6,418.2,2,4.4,9,6.6,2.5,1.27
4,17,CNJ04_21_17,2014,September,182.1,174.9,1.7,3.8,9,8.4,2.57,1.72
4,18,CNJ04_21_18,2014,September,608.6,576.4,2.1,4.7,12,7,2.65,1.49
4,19,CNJ04_21_19,2014,September,366.8,361.2,1.9,1.5,15,7,2.51,1.17
4,20,CNJ04_21_20,2014,September,116.6,108.9,1.7,6.3,19,7.3,2.47,1.92
4,21,CNJ04_21_21,2014,September,420.7,406.2,1.6,3.4,14,7.7,2.44,1.31
4,22,CNJ04_21_22,2014,September,322.7,295.5,2.3,7.8,28,7.3,2.5,1.54
4,23,CNJ04_21_23,2014,September,444.1,428.7,1.7,3.3,8,7.3,2.54,1.46
4,24,CNJ04_21_24,2014,September,257.8,253.7,2.1,1.5,9,6.6,2.82,1.54
4,25,CNJ04_21_25,2014,September,416.5,399.3,2.1,4,8,6.8,2.52,0.87
4,26,CNJ04_21_26,2014,September,179,171.9,2,3.5,9,8.1,2.25,0.86
4,27,CNJ04_21_27,2014,September,284.4,271.3,1.8,4.2,10,7,2.39,1.16
4,28,CNJ04_21_28,2014,September,409.1,400.3,1.8,2.1,16,7.9,2.44,1.66
4,29,CNJ04_21_29,2014,September,393.1,386.4,1.9,1.6,9,7,2.33,1.41
4,30,CNJ04_21_30,2014,September,277.1,267.6,1.7,3.3,12,7.9,2.51,1.13
4,31,CNJ04_21_31,2014,September,457.2,449.4,2.4,1.6,10,7.7,2.83,1.66
4,32,CNJ04_21_32,2014,September,356.5,339.6,2.6,4.7,12,7,2.72,1.62
4,33,CNJ04_21_33,2014,September,372,361.1,1.9,2.9,12,7.3,2.51,1.21
4,34,CNJ04_21_34,2014,September,425,410.9,2,3.3,13,7.3,2.1,1.31
4,35,CNJ04_21_35,2014,September,484.3,446.5,1.9,7.6,28,7.5,2.51,0.91
4,36,CNJ04_21_36,2014,September,477.9,462.1,2.2,3.3,20,7.5,2.64,1.36
3,1,CNJ04_2_1,2014,October,377.1,118.8,1.8,68.5,37,9.9,2.43,1.16
3,2,CNJ04_2_2,2014,October,138.7,56,2.2,59.6,31,9.2,2.52,1.34
3,3,CNJ04_2_3,2014,October,230.6,177.6,2.1,23,42,8.6,2.64,1.32
3,4,CNJ04_2_4,2014,October,343.4,333.1,2.1,3,37,9.2,2.25,1.44
3,5,CNJ04_2_5,2014,October,168.3,161.2,2.3,4.2,33,8.4,2.82,1.53
3,6,CNJ04_2_6,2014,October,293.6,280.9,2.1,4.3,58,9.2,2.23,1.26
3,7,CNJ04_2_7,2014,October,409.6,390.4,2.2,4.7,80,9,2.16,1.57
3,8,CNJ04_2_8,2014,October,447.8,423.5,2,5.4,47,8.6,2.54,1.33
3,9,CNJ04_2_9,2014,October,316.1,292.1,2.7,7.6,41,7.5,2.48,1.2
3,10,CNJ04_2_10,2014,October,204,167.2,2.2,18,34,8.8,2.01,1.22
3,11,CNJ04_2_11,2014,October,380.4,333.6,2.2,12.3,43,8.6,2.2,1.11
3,12,CNJ04_2_12,2014,October,428.1,398.9,2.1,6.8,36,8.8,2.15,1.36
3,13,CNJ04_2_13,2014,October,247.3,239.3,1.9,3.2,47,9.2,2.42,1.24
3,14,CNJ04_2_14,2014,October,183.7,149.9,1.7,18.4,40,8.4,2.75,1.38
3,15,CNJ04_2_15,2014,October,444.9,427,2,4,35,8.8,2.6,1.07
3,16,CNJ04_2_16,2014,October,312,274.8,1.9,11.9,41,9,2.22,1.04
3,17,CNJ04_2_17,2014,October,92,84.9,2,7.7,56,9,2.4,1.26
3,18,CNJ04_2_18,2014,October,263.5,258.4,1.9,1.9,31,7.7,2.21,1.25
3,19,CNJ04_2_19,2014,October,257.6,252.5,2.2,2,56,9.7,2.82,1.49
3,20,CNJ04_2_20,2014,October,326.5,316.9,2.1,2.9,17,7.9,2.77,1.06
3,21,CNJ04_2_21,2014,October,338.8,311.4,2,8.1,27,9.2,2.02,1.04
3,22,CNJ04_2_22,2014,October,49.4,33.8,2,31.6,30,7.5,2.78,1.63
3,23,CNJ04_2_23,2014,October,375.7,341.6,2,9.1,42,9,2.26,1.14
3,24,CNJ04_2_24,2014,October,502,478.7,2.2,4.6,50,8.4,2.37,1.54
3,25,CNJ04_2_25,2014,October,430,414.8,2.4,3.5,55,8.8,2.61,1.63
3,26,CNJ04_2_26,2014,October,298.5,277.5,2.1,7,26,8.1,2.25,1.27
3,27,CNJ04_2_27,2014,October,428.1,418.3,2.6,2.3,42,8.6,2.08,1.39
3,28,CNJ04_2_28,2014,October,322.5,315.7,2,2.1,32,8.6,2.45,1.53
3,29,CNJ04_2_29,2014,October,308.2,298.5,2.3,3.1,41,9,2.52,1.33
3,30,CNJ04_2_30,2014,October,561.8,541.9,2.1,3.5,23,8.1,2.42,1.12
3,31,CNJ04_2_31,2014,October,372,350.7,2.3,5.7,30,8.6,2.5,1.37
3,32,CNJ04_2_32,2014,October,461.7,413.1,1.9,10.5,30,8.6,2.3,1.13
3,33,CNJ04_2_33,2014,October,220.8,219.1,1.9,0.8,49,7.9,2.58,1.29
3,34,CNJ04_2_34,2014,October,209.1,203.9,2.7,2.5,51,7.9,2.57,1.42
3,35,CNJ04_2_35,2014,October,341,315.2,2.1,7.6,34,8.4,2.26,1.44
3,36,CNJ04_2_36,2014,October,63.8,63.8,2.5,0,37,9.7,2.59,1.3
4,1,CNJ04_21_1,2014,October,341,205,2.6,39.2,33,7.9,2.36,1.18
4,2,CNJ04_21_2,2014,October,443.6,230.5,2.2,48,27,7.7,2.47,1.32
4,3,CNJ04_21_3,2014,October,234.6,169.5,2.1,27.7,42,7.7,2.31,1.28
4,4,CNJ04_21_4,2014,October,335.9,280.4,2.4,16.5,60,9.2,2.13,1.5
4,5,CNJ04_21_5,2014,October,367.3,354.6,2.3,3.5,24,7.7,2.48,1.29
4,6,CNJ04_21_6,2014,October,544.7,526.2,2.2,3.4,21,7.5,2.66,1.07
4,7,CNJ04_21_7,2014,October,465,416.1,2.4,10.5,42,7.9,2.26,1.42
4,8,CNJ04_21_8,2014,October,439.1,409.9,2.9,6.6,47,8.6,2.49,1.16
4,9,CNJ04_21_9,2014,October,74.7,68.6,2,8.2,19,9.5,2.38,1.9
4,10,CNJ04_21_10,2014,October,394.7,371.4,2.8,5.9,31,7.7,2.6,1.14
4,11,CNJ04_21_11,2014,October,305.3,294.5,2.3,3.5,40,8.1,2.35,1.25
4,12,CNJ04_21_12,2014,October,237.9,212.4,2.1,10.7,45,7.5,2.59,1.12
4,13,CNJ04_21_13,2014,October,313,298.8,2,4.5,43,9,2.4,1.34
4,14,CNJ04_21_14,2014,October,439.8,421.5,2.2,4.2,48,8.4,2.26,1.51
4,15,CNJ04_21_15,2014,October,459.8,430.9,2.1,6.3,68,8.6,2.36,1.32
4,16,CNJ04_21_16,2014,October,383.8,349.6,2.1,8.9,36,9,2.26,1.16
4,17,CNJ04_21_17,2014,October,364.2,315.3,1.7,13.4,23,8.4,2.66,1.47
4,18,CNJ04_21_18,2014,October,651,602.4,2.3,7.5,34,10.8,2.72,1.28
4,19,CNJ04_21_19,2014,October,392.4,331,1.9,15.4,46,8.1,2.47,1.23
4,20,CNJ04_21_20,2014,October,142.5,125.5,1.9,11.9,50,9.2,2.61,1.97
4,21,CNJ04_21_21,2014,October,317,276,2,12.9,43,8.6,2.69,1.4
4,22,CNJ04_21_22,2014,October,411.1,374.3,2.5,9,38,8.4,2.66,1.64
4,23,CNJ04_21_23,2014,October,321.1,320,1.7,0.3,55,8.8,2.45,1.41
4,24,CNJ04_21_24,2014,October,106.8,103.1,2.1,3.5,31,7.9,2.48,1.29
4,25,CNJ04_21_25,2014,October,454.1,431.9,2.3,4.9,28,7.9,2.38,1.1
4,26,CNJ04_21_26,2014,October,391.3,360.1,2.4,8,20,7.9,2.44,1.04
4,27,CNJ04_21_27,2014,October,376.1,362.5,2.1,3.6,33,7.5,2.38,1.03
4,28,CNJ04_21_28,2014,October,332.6,285.4,1.7,14.2,36,8.1,2.26,1.52
4,29,CNJ04_21_29,2014,October,474.4,449.2,2.1,5.3,31,7.9,2.56,1.33
4,30,CNJ04_21_30,2014,October,519.9,509.3,1.8,2,49,8.6,2.23,1.27
4,31,CNJ04_21_31,2014,October,351.4,330.8,2.7,5.9,27,7.7,2.94,1.15
4,32,CNJ04_21_32,2014,October,216.8,196.4,2.5,9.4,48,8.8,2.75,1.6
4,33,CNJ04_21_33,2014,October,282.1,263.7,2.1,6.5,35,8.1,2.53,1.22
4,34,CNJ04_21_34,2014,October,463.8,451.7,2,2.6,49,9.2,2.19,1.21
4,35,CNJ04_21_35,2014,October,454.8,415.5,1.7,8.6,60,8.8,2.31,1.51
4,36,CNJ04_21_36,2014,October,216.8,207.7,2.2,4.2,47,7.7,2.95,1.6
