"","berry_length.2011","berry_length.2012","berry_length.2013","berry_width.2011","berry_width.2012","berry_width.2013","berry_weight.2011","berry_weight.2012","berry_weight.2013","num_seeds.2011","num_seeds.2012","num_seeds.2013","num_peds.2011","num_peds.2012","num_peds.2013","num_berries.2011","num_berries.2012","num_berries.2013","total_berry_weight.2011","total_berry_weight.2012","total_berry_weight.2013"
"berry_length.2011",1,0.762736831470461,0.702729509885074,0.476012768116187,0.294389356197721,0.184944775368818,0.766381696186006,0.561951460251073,0.431612108511821,0.159165316592651,0.106854187977157,-0.0543070620965519,0.0562485933857614,-0.19620837114736,-0.10488928131609,0.199371146530649,-0.0418262512462142,0.0226819695474578,0.590438130685784,0.361229073834518,0.283955395272302
"berry_length.2012",0.762736831470461,1,0.75275029682578,0.217832419710094,0.539961786762482,0.23582267297992,0.495513444523033,0.80706253647919,0.491673991227743,0.0693939781866818,0.22559049547799,-0.0404516459913282,0.0845894062037736,-0.0993707190868227,-0.0346401255340239,0.06669819752822,0.0645574784085717,0.132243567067616,0.356565657368589,0.587208293688739,0.399807450875219
"berry_length.2013",0.702729509885074,0.75275029682578,1,0.217726377236497,0.342574106295144,0.605133895833008,0.496531733191756,0.611340090657541,0.817300278857602,0.109085336944593,0.157797048966633,0.130079794530091,0.0694625471977461,-0.0870381989687854,-0.0629195383511202,-0.0136295879880411,0.0595587441804898,0.194718098347185,0.303098648067902,0.455739577550086,0.649477872445361
"berry_width.2011",0.476012768116187,0.217832419710094,0.217726377236497,1,0.542677740862951,0.450056639346896,0.865628036681904,0.465366163479777,0.404204762757894,0.439859096113834,0.241763885960597,0.211067122263962,-0.012957523226542,-0.116799746150934,0.145490702706389,0.20238396815163,-0.00932783984377532,0.13201990607876,0.643958651466194,0.326916878250059,0.303593674230345
"berry_width.2012",0.294389356197721,0.539961786762482,0.342574106295144,0.542677740862951,1,0.521369216239748,0.527207362973352,0.873189884907547,0.513090119744209,0.276801723828484,0.458686235406051,0.192203934195466,0.0615111160034322,-0.0189619233793761,0.177458771470229,0.0929049819066505,0.0940351342608417,0.238131201943213,0.408210687106234,0.670160819502125,0.477771490461841
"berry_width.2013",0.184944775368818,0.23582267297992,0.605133895833008,0.450056639346896,0.521369216239748,1,0.454131061705543,0.499124372364026,0.893081041810707,0.219093263869186,0.245608263104647,0.43641567232358,0.0515347472359386,0.0191030863925462,0.187391248232749,-0.055571608469704,0.128848515599944,0.322884748173492,0.260638187596896,0.435498265520091,0.765479561837404
"berry_weight.2011",0.766381696186006,0.495513444523033,0.496531733191756,0.865628036681904,0.527207362973352,0.454131061705543,1,0.622789386704317,0.55031192857584,0.338991448066675,0.178854472350764,0.136620917818326,0.00116272931220527,-0.215200879950628,0.0427516801967843,0.203315795130336,-0.0430611243998483,0.149248667073588,0.735011169704352,0.417444776440953,0.418516740985077
"berry_weight.2012",0.561951460251073,0.80706253647919,0.611340090657541,0.465366163479777,0.873189884907547,0.499124372364026,0.622789386704317,1,0.635291079856249,0.207289767219354,0.399565918731249,0.123447342332119,0.0630056705971874,-0.105745519811022,0.0772213448825261,0.0650478828298352,0.0686019863236636,0.226825953340319,0.44464407398393,0.724132965075081,0.556376254930469
"berry_weight.2013",0.431612108511821,0.491673991227743,0.817300278857602,0.404204762757894,0.513090119744209,0.893081041810707,0.55031192857584,0.635291079856249,1,0.242745095088032,0.250425521169162,0.375115162538816,0.0474594887334374,-0.114273298355516,0.0728555229653924,-0.0609904303212583,0.0577781010587524,0.294822713228864,0.31573092691618,0.49185006544906,0.812787212675985
"num_seeds.2011",0.159165316592651,0.0693939781866818,0.109085336944593,0.439859096113834,0.276801723828484,0.219093263869186,0.338991448066675,0.207289767219354,0.242745095088032,1,0.627718292650781,0.618408541900021,0.00530342049481462,-0.0772426831375245,0.0308492113099395,0.105839943268047,-0.00748769701205926,-0.0488633621586482,0.252831869159084,0.154924899107013,0.10865077627731
"num_seeds.2012",0.106854187977157,0.22559049547799,0.157797048966633,0.241763885960597,0.458686235406051,0.245608263104647,0.178854472350764,0.399565918731249,0.250425521169162,0.627718292650781,1,0.54868421147347,-0.0487393640808446,0.0745144903749544,-0.0137471552803297,-0.00702454552218365,0.155327169418349,-0.109654877765449,0.101939318829442,0.329028959040973,0.121485631070212
"num_seeds.2013",-0.0543070620965519,-0.0404516459913282,0.130079794530091,0.211067122263962,0.192203934195466,0.43641567232358,0.136620917818326,0.123447342332119,0.375115162538816,0.618408541900021,0.54868421147347,1,0.0066772827365913,0.00271801262774707,0.179732742813403,-0.129929583080086,0.0501979000708904,0.0438239970801012,-0.0109713955902059,0.125686167013477,0.25267105049352
"num_peds.2011",0.0562485933857614,0.0845894062037736,0.0694625471977461,-0.012957523226542,0.0615111160034322,0.0515347472359386,0.00116272931220527,0.0630056705971874,0.0474594887334374,0.00530342049481462,-0.0487393640808446,0.0066772827365913,1,0.183883125070844,0.309250588998429,0.502702384006736,0.145681018554513,0.218107632117216,0.321866173110627,0.127553652633849,0.124781999386517
"num_peds.2012",-0.19620837114736,-0.0993707190868227,-0.0870381989687854,-0.116799746150934,-0.0189619233793761,0.0191030863925462,-0.215200879950628,-0.105745519811022,-0.114273298355516,-0.0772426831375245,0.0745144903749544,0.00271801262774707,0.183883125070844,1,0.290771081411349,0.134293857070328,0.551049394788452,0.0870228928911194,-0.0471583877322489,0.245656404682131,-0.00129543016251017
"num_peds.2013",-0.10488928131609,-0.0346401255340239,-0.0629195383511202,0.145490702706389,0.177458771470229,0.187391248232749,0.0427516801967843,0.0772213448825261,0.0728555229653924,0.0308492113099395,-0.0137471552803297,0.179732742813403,0.309250588998429,0.290771081411349,1,0.142339603188426,0.291904273566783,0.428024256010731,0.109567009422184,0.27348624423404,0.231711536547504
"num_berries.2011",0.199371146530649,0.06669819752822,-0.0136295879880411,0.20238396815163,0.0929049819066505,-0.055571608469704,0.203315795130336,0.0650478828298352,-0.0609904303212583,0.105839943268047,-0.00702454552218365,-0.129929583080086,0.502702384006736,0.134293857070328,0.142339603188426,1,0.252602327732693,0.101794696396743,0.781483348801641,0.187595094753314,-0.00405093215240373
"num_berries.2012",-0.0418262512462142,0.0645574784085717,0.0595587441804898,-0.00932783984377532,0.0940351342608417,0.128848515599944,-0.0430611243998483,0.0686019863236636,0.0577781010587524,-0.00748769701205926,0.155327169418349,0.0501979000708904,0.145681018554513,0.551049394788452,0.291904273566783,0.252602327732693,1,0.129590525294989,0.156387410473901,0.67697472027983,0.125723724960903
"num_berries.2013",0.0226819695474578,0.132243567067616,0.194718098347185,0.13201990607876,0.238131201943213,0.322884748173492,0.149248667073588,0.226825953340319,0.294822713228864,-0.0488633621586482,-0.109654877765449,0.0438239970801012,0.218107632117216,0.0870228928911194,0.428024256010731,0.101794696396743,0.129590525294989,1,0.16686996450473,0.253846255123915,0.744509559750774
"total_berry_weight.2011",0.590438130685784,0.356565657368589,0.303098648067902,0.643958651466194,0.408210687106234,0.260638187596896,0.735011169704352,0.44464407398393,0.31573092691618,0.252831869159084,0.101939318829442,-0.0109713955902059,0.321866173110627,-0.0471583877322489,0.109567009422184,0.781483348801641,0.156387410473901,0.16686996450473,1,0.410610868490925,0.27218562219129
"total_berry_weight.2012",0.361229073834518,0.587208293688739,0.455739577550086,0.326916878250059,0.670160819502125,0.435498265520091,0.417444776440953,0.724132965075081,0.49185006544906,0.154924899107013,0.329028959040973,0.125686167013477,0.127553652633849,0.245656404682131,0.27348624423404,0.187595094753314,0.67697472027983,0.253846255123915,0.410610868490925,1,0.48094793153564
"total_berry_weight.2013",0.283955395272302,0.399807450875219,0.649477872445361,0.303593674230345,0.477771490461841,0.765479561837404,0.418516740985077,0.556376254930469,0.812787212675985,0.10865077627731,0.121485631070212,0.25267105049352,0.124781999386517,-0.00129543016251017,0.231711536547504,-0.00405093215240373,0.125723724960903,0.744509559750774,0.27218562219129,0.48094793153564,1
